名前,住所,お店の場所,経度,緯度
イトーヨーカドー藤沢,神奈川県藤沢市鵠沼石上1-10-1,
イトーヨーカドー厚木,神奈川県厚木市中町4-13-1,
イトーヨーカドー綱島,神奈川県横浜市港北区綱島西2-8-1,
イトーヨーカドー武蔵小杉,神奈川県川崎市中原区小杉町3-420,
イトーヨーカドー新百合ヶ丘,神奈川県川崎市麻生区上麻生1-4-1,
イトーヨーカドー鶴見,神奈川県横浜市鶴見区鶴見中央3-15-30,
イトーヨーカドー川崎港町,神奈川県川崎市川崎区港町12-1,
イトーヨーカドー能見台,神奈川県横浜市金沢区能見台東3-1,
イトーヨーカドーたまプラーザ,神奈川県横浜市青葉区美しが丘1-6-1,
イトーヨーカドー大船,神奈川県鎌倉市大船6-1-1,
イトーヨーカドー伊勢原,神奈川県伊勢原市桜台1-8-1,
イトーヨーカドー溝ノ口,神奈川県川崎市高津区久本3-6-20,
イトーヨーカドー古淵,神奈川県相模原市古淵3-13-33,
イトーヨーカドー横浜別所,神奈川県横浜市南区別所1-14-1,
イトーヨーカドー川崎,神奈川県川崎市川崎区小田栄2-2-1,
イトーヨーカドー大和鶴間,神奈川県大和市下鶴間1-3-1,
イトーヨーカドー湘南台,神奈川県藤沢市石川6-2-1,
イトーヨーカドー立場,神奈川県横浜市泉区中田西1-1-15,
イトーヨーカドーららぽーと横浜,神奈川県横浜市都筑区池辺町4035-1,
イトーヨーカドーアリオ橋本,神奈川県相模原市緑区大山町1-22,
プレイランド大和鶴間店,神奈川県大和市下鶴間1-3-1,イトーヨーカドー大和鶴間店3F
プレイランド川崎店,神奈川県川崎市川崎区小田栄2-2-1,イトーヨーカドー川崎店3F
SOYU Game Field湘南店,神奈川県藤沢市辻堂新町4-1-1,湘南モールFILL2F
アピナ橋本店,神奈川県相模原市緑区西橋本5-1-1,ラ・フロール駐車場棟1階
モーリーファンタジー横浜新吉田,神奈川県横浜市港北区新吉田東8-49-1,イオン2F,139.6128122,35.5324299
モーリーファンタジー茅ヶ崎,神奈川県茅ヶ崎市茅ヶ崎2-7-71,イオン2F,139.4089598,35.3346572
モーリーファンタジー秦野,神奈川県秦野市入船町12-1,イオン2F,139.2285555,35.3782269
らんらんらんど相模原小山,神奈川県相模原市中央区小山3-37-1,相模原モール2階,139.35636,35.5830035
モーリーファンタジー大和鶴間,神奈川県大和市下鶴間1-2-1,イオン3F,139.4579396,35.4890031
モーリーファンタジー本牧,神奈川県横浜市中区本牧原7-1,イオン5F,139.6673714,35.4253548
らんらんらんどサクラス戸塚,神奈川県横浜市戸塚区戸塚町4253-1,サクラス戸塚店2F
らんらんらんどルララ港北,神奈川県横浜市都筑区中川中央2-2-1,ルララこうほく4F
らんらんらんど戸塚,神奈川県横浜市戸塚区吉田町884,ダイエー戸塚店3F
らんらんらんど上溝,神奈川県相模原市中央区上溝5-14-19,ダイエー上溝店4F
らんらんらんど相模原,神奈川県相模原市中央区相模原3-9-21,ダイエー相模原店4F
プリズムストーン横浜,神奈川県横浜市西区 みなとみらい2-2-1-2,横浜ランドマークプラザ4F
ビックカメラ相模大野駅店,神奈川県相模原市南区相模大野3-8-1,相模大野ステーションスクエアB館6F
イオン橋本,神奈川県相模原市緑区橋本6-2-1,
イオン相模原,神奈川県相模原市南区古淵2-10-1,
イオン本牧,神奈川県横浜市中区本牧原7-1,
イオンつきみ野,神奈川県大和市つきみ野1-6-1,
イオン大和鶴間,神奈川県大和市下鶴間1-2-1,
イオン茅ヶ崎中央,神奈川県茅ヶ崎市茅ヶ崎3-5-16,
イオン秦野,神奈川県秦野市入船町12-1,
イオン茅ヶ崎,神奈川県茅ヶ崎市茅ヶ崎2-7-71,
イオン厚木,神奈川県厚木市中町1-5-10,
ミスターマックス湘南藤沢,神奈川県藤沢市辻堂新町4-3-5,
アル・プラザ茨木,大阪府茨木市上郡2-12-8,
アル・プラザ香里園,大阪府寝屋川市日新町5-5,
アル・プラザ枚方,大阪府枚方市津田元町1-4-1,
ペリカン若江岩田,大阪府東大阪市瓜生堂1-10-52,イズミヤ内2F
ペリカン千里丘,大阪府吹田市山田南1-1,イズミヤ内2F
ペリカン和泉中央,大阪府和泉市いぶき野5-1-11,エコールいずみ店内2F
トイザらス堺,大阪府堺市北区長曽根町1921,
トイザらス住之江公園,大阪府大阪市住之江区南加賀屋2-3-23,
トイザらス貝塚,大阪府貝塚市石才217,
トイザらス香里園,大阪府寝屋川市日新町5-5,アル・プラザ香里園3F
トイザらス藤井寺,大阪府藤井寺市岡2-8-41,ソリヤ2F,135.5932322,34.5721982
トイザらス阪急山田,大阪府吹田市山田西4-1-2,
トイザらス大阪鶴見,大阪府大阪市鶴見区鶴見4-17-1-415,イオンモール鶴見緑地4F
トイザらスなんばパークス,大阪府大阪市浪速区難波中2-10-70,なんばパークス1F
ライフ関目,大阪府大阪市城東区関目1-5-3,
ライフ喜連瓜破,大阪府大阪市平野区喜連西6-2-34,
ライフ杭全,大阪府大阪市東住吉区杭全5-11-7,
ライフ住吉,大阪府大阪市住吉区万代4-13-3,
ライフ新大阪,大阪府大阪市淀川区西三国1-7-44,
ライフ巽,大阪府大阪市生野区巽中1-22-2,
ライフ長居,大阪府大阪市住吉区長居東3-1-1,
ライフ門真,大阪府門真市島頭3-4-1,
エディオン豊中,大阪府豊中市日出町2-2-18,
イズミヤ八尾,大阪府八尾市沼1-1,
イズミヤ松原,大阪府松原市上田6-4-8,
イズミヤ泉北,大阪府堺市中区小阪270,
ヤマダ電機LABI1なんば,大阪府大阪市浪速区難波中2-11-35,AVソフトコーナー
ヤマダ電機テックランド高槻大塚本店,大阪府高槻市大塚町5-2-6,
西友八戸の里,大阪府東大阪市下小阪5-2-35,
キデイランド大阪梅田,大阪府大阪市北区芝田1-1-3,阪急三ー街
ダイエー曽根,大阪府豊中市曽根東町3-3-1,
セガ今福,大阪府大阪市城東区今福東1-9-34,
セガあべのキューズモール,大阪府大阪市阿倍野区阿倍野筋1-6-1,あべのマーケットパークキューズモール3階
セガビバモール寝屋川,大阪府寝屋川市寝屋南2-22-2,ビバモール寝屋川モール棟2F
AGスクエア東大阪,大阪府東大阪市稲田新町3-9-64,
セガワールド松原,大阪府堺市東区八下町3丁-10,
CLUBSEGA藤井寺,大阪府藤井寺市沢田1-20-8,
セガワールド和泉,大阪府和泉市肥子町2-4-41,
ヨドバシカメラ梅田,大阪府大阪市北区大深町1-15F,,135.4963372,34.7041276
NICOPA原山台店,大阪府堺市南区原山台5-9-8,
NICOPAベルファ都島店,大阪府大阪市都島区友渕町2-13-34,
テクモピア寝屋川店,大阪府寝屋川市緑町5-8,イオンモール寝屋川グリーンシティ3階
レインボーランド若江岩田店,大阪府東大阪市瓜生堂1-10-52,イズミヤ若江岩田店4階
レインボーランド大東店,大阪府大東市住道2-1-103,イズミヤ大東店4階,135.6225685,34.7067817
Forkids'あべの,大阪府大阪市阿倍野区阿倍野筋1-1-43,あべのハルカス近鉄本店ウイング館8F
高島屋 泉北店,大阪府堺市南区茶山台1-3-1,4F
タイトーステーション 難波店,大阪府大阪市中央区難波千日前15-12,
タイトーステーション 大阪日本橋店,大阪府大阪市浪速区日本橋4-9-14,
ジョーシン大東,大阪府大東市新田旭町2-8,
ジョーシン外環柏原,大阪府柏原市本郷5-969,
イトーヨーカドー津久野,大阪府堺市西区下田町20-1,
イトーヨーカドー東大阪,大阪府東大阪市吉田下島1-1,
イトーヨーカドーアリオ八尾,大阪府八尾市光町2-3,
イトーヨーカドーアリオ鳳,大阪府堺市西区鳳南町3-199-12,
イトーヨーカドーあべの,大阪府大阪市阿倍野区阿倍野筋1-6-1,
ゲオ八尾店,大阪府八尾市東本町4-2-50,
モーリーファンタジー茨木,大阪府茨木市松ヶ本町8-30-5,イオンSC4F,135.5582649,34.8105536
モーリーファンタジー貝塚,大阪府貝塚市地蔵堂74-2,イオン2F,135.355166,34.4258866
モーリーファンタジー喜連瓜破駅前,大阪府大阪市平野区瓜破2-1-13,イオン3F,135.5520392,34.6082164
モーリーファンタジー金剛東,大阪府富田林市向陽台3-1-1,イオン4F,135.5800841,34.5014146
モーリーファンタジー光明池,大阪府和泉市室堂町824-55,イオン2F,135.4774382,34.4706483
モーリーファンタジー高槻,大阪府高槻市萩之庄3-47-2,イオン3F,135.6438352,34.8590045
モーリーファンタジー鴻池,大阪府東大阪市鴻池町1-1-72,イオン2F,135.6023368,34.6988157
モーリーファンタジー堺北花田,大阪府堺市北区東浅香山町4-1-12,イオン2F,135.51506540000003,34.5850533
モーリーファンタジー新金岡,大阪府堺市北区新金岡町4-1-11,イオン3F,135.5154028,34.5669993
モーリーファンタジー大阪ドームシティ,大阪府大阪市西区千代崎3-13-1,イオン3F,135.4777777,34.67048440000001
モーリーファンタジー大日,大阪府守口市大日東町1-18,イオン2F,135.5805212,34.7485825
モーリーファンタジー鶴見,大阪府大阪市鶴見区鶴見4-17-1,イオン3F,135.5666664,34.7034556
モーリーファンタジー東岸和田,大阪府岸和田市土生町2-32-7,イオン2F,135.3817956,34.4475998
モーリーファンタジー東大阪,大阪府東大阪市荒本北2-3-22,イオン1F,135.6022028,34.6797555
モーリーファンタジー南千里,大阪府吹田市千里山西6-56-1,イオン4F,135.50575360000002,34.7861101
モーリーファンタジー野田阪神,大阪府大阪市福島区海老江1-1-23,イオン4F,135.4758175,34.695297
らんらんらんどおおとり,大阪府堺市西区鳳東町7-733,おおとりウィングス2F
らんらんらんど摂津富田,大阪府高槻市大畑町13-1,ダイエー摂津富田店2F
イオン新茨木,大阪府茨木市中津町18-1,
イオン箕面,大阪府箕面市西宿1-15-30,
イオン野田阪神,大阪府大阪市福島区海老江1-1-23,
イオン大日,大阪府守口市大日東町1-18,
イオン茨木,大阪府茨木市松ヶ本町8-30-3,
わくわくアミーゴ尾崎店,大阪府阪南市下出167-1,オークワわくわくCITY尾崎店2階,135.2446434,34.3620824
イオン東大阪,大阪府東大阪市荒本北2-3-22,
わくわくアミーゴ北野田店,大阪府堺市東区丈六183-18,ダイエー北野田店2F
平和堂江南,愛知県江南市上奈良町栄61-3,
トイザらス名古屋みなと,愛知県名古屋市港区砂美町1-5,ニトリみなとSC2F
トイザらス西春日井,愛知県西春日井郡豊山町大字豊場字大山139-17,
トイザらス岡崎,愛知県岡崎市大平町字石丸38,
トイザらス名古屋中川,愛知県名古屋市中川区新家1-2421,アズパーク2F
トイザらス三好,愛知県みよし市三好町青木91,
トイザらス東浦,愛知県知多郡東浦町大字緒川字申新田弐区67-8,イオンモール東浦2F,136.9743432,34.9785738
ヤマダ電機LABI名古屋,愛知県名古屋市中村区名駅1-2-5,
西友安城,愛知県安城市大東町9-31,
セガ岡崎,愛知県岡崎市上地3-50-4,
AGスクエア豊川,愛知県豊川市東名町2-101,
ニコパウイングタウン岡崎店,愛知県岡崎市羽根町小豆坂3,
にこぱなるぱーく店,愛知県名古屋市緑区浦里3-232,なるぱーく1F
カラフルパークイオン千種店,愛知県名古屋市千種区千種2-16-13,イオン千種SC2F
カラフルパークイオン有松店,愛知県名古屋市緑区鳴海町字有松裏200,イオンタウン有松1F
ハローズガーデン安城南店,愛知県安城市桜井町貝戸尻60,アピタ安城南店2階
松坂屋名古屋,愛知県名古屋市中区栄3-16-1,松坂屋名古屋本店本館5F
アピタ向山,愛知県豊橋市向山町中畑1-1,
ピアゴ豊明,愛知県豊明市三崎町井ノ花5-1,
ピアゴ碧南東,愛知県碧南市東浦町6-17,
ピアゴ福釜,愛知県安城市福釜町矢場16-5,
ピアゴ武豊,愛知県知多郡武豊町西田崎19-1,
ピアゴ菱野,愛知県瀬戸市緑町1-106,
ピアゴ中村,愛知県名古屋市中村区大門町27,
ピアゴ大和,愛知県一宮市大和町毛受字一本松19,
ピアゴ上和田,愛知県岡崎市上和田町字サジ10,
ピアゴ香久山,愛知県日進市香久山5-1801,
ピアゴ井ヶ谷,愛知県刈谷市井ヶ谷町下前田35-1,
アピタ緑,愛知県名古屋市緑区徳重2-201,
アピタ木曽川,愛知県一宮市木曽川町黒田八ノ通51-4,
アピタ鳴海,愛知県名古屋市緑区鳴海町伝治山3-9,
アピタ名古屋空,愛知県西春日井郡豊山町大字豊場字林先1-8,
アピタ豊田元町,愛知県豊田市土橋町2-65,
アピタ桃花台,愛知県小牧市古雅1-1,
アピタ東海通,愛知県名古屋市港区港明1-10-28,
アピタ東海荒尾,愛知県東海市荒尾町山王前20,
アピタ長久手,愛知県長久手市戸田谷901-1,
アピタ知立,愛知県知立市長篠町大山18-1,
アピタ大府,愛知県大府市明成町4-133,
アピタ大口,愛知県丹羽郡大口町丸2-36,
アピタ千代田橋,愛知県名古屋市千種区千代田橋2-1-1,
アピタ瀬戸,愛知県瀬戸市幸町33,
アピタ新守山,愛知県名古屋市守山区新守山2830,
アピタ小牧,愛知県小牧市堀の内3-15,
アピタ高蔵寺,愛知県春日井市中央台2-5,
アピタ江南西,愛知県江南市松竹町上野205,
アピタ刈谷,愛知県刈谷市南桜町2-56-1,
アピタ蒲郡,愛知県蒲郡市港町17-10,
アピタ岡崎北,愛知県岡崎市日名北町4-46,
アピタ稲沢東,愛知県稲沢市下津穂所1-1-1,
アピタ稲沢,愛知県稲沢市天池五反田町1,
